smiles,O14757,O15379,O60674,O96017,P00533,P04626,P04629,P07949,P08069,P09874,P11309,P11362,P11802,P12931,P14902,P15056,P21802,P23458,P25025,P27361,P28907,P35354,P42345,P43405,P51679,P52333,P54760,P56524,P61073,Q00987,Q02750,Q04609,Q05397,Q06187,Q12884,Q13547,Q16832,Q86V86,Q8WUI4,Q92769,Q99835,Q9BY41,Q9UKV0,Q9UM73,Q9UQL6
O=C(C=Cc1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,0,1,,1,1,,1
O=C(C=Cc1ccc2cccnc2c1)NCCCCCC(=O)NO,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,0,1,,1
O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,1,1,,1
O=C(CCCCCC(c1c[nH]c2ccc([N+](=O)[O-])cc12)c1c[nH]c2ccc([N+](=O)[O-])cc12)NO,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,1,1,,1
O=C(CCCCCC(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12)NO,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,,,1,0,,1,1,,1
O=C(CCCCCC1OCCCCCCCOc2ccccc2NC1=O)NO,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,,,1,0,,1,0,,1
O=C(CCCCCC1OCCCCCCOc2ccccc2NC1=O)NO,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,,,1,0,,0,1,,1
O=C(CCCCCCC(=O)Nc1ccc2c(c1)C(=Cc1ccc[nH]1)C(=O)N2)NO,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1
O=C(CCCCCCc1nc2ccc(Br)cc2[nH]1)NO,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,1,1,,1
O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,,,0,1,,1,0,,1
O=C(CCCCCNC(=O)NC12CC3CC(CC(C3)C1)C2)NO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,0,,,1
O=C(CS)NCCCCCC(=O)Nc1cccc2cccnc12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1
O=C(NCC1(c2nc(-c3ccccc3)cs2)CCOCC1)c1cccc(-c2noc(C(F)(F)F)n2)c1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,0,1,,1
O=C(NO)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,1
O=C(NO)C(c1ccc(F)cc1)c1ccc(F)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,1
O=C(NO)C(c1ccc2c(c1)CCO2)c1ccc2c(c1)CCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1
O=C(NO)C(c1cccc(F)c1)c1cccc(F)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1
O=C(NO)C(c1ccccc1)c1ccccc1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,0,1,,1
O=C(NO)C1C(c2ccccc2)C1c1cc(Cl)c2c(c1)OCCO2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,1,0,,1,1,,1
O=C(NO)C1C(c2ccccc2)C1c1ccc(-c2cnco2)cc1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,1,0,,1,1,,1
O=C(NO)C1C(c2ccccc2)C1c1ccc(-c2ncc(F)cn2)cc1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,1,,,0,1,,1
O=C(NO)C1C(c2ccccc2)C1c1ccc2c(c1)CN(CC(F)(F)F)C2=O,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,1,0,,0,1,,1
O=C(NO)C1C(c2ccccc2)C1c1ccc2nccnc2c1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,1,0,,1,1,,1
O=C(NO)C1C(c2ccccc2)C1c1cccc(-c2ncc(F)cn2)c1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,0,1,,1
O=C(NO)C1C(c2ccccc2)C1c1ccccc1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,0,0,,1
O=C(NO)C1C(c2ccccc2)C1c1ccnc(C2CC2)c1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,0,1,,1
O=C(C=Cc1ccc(C(=O)NN=Cc2ccc(O)c(O)c2O)cc1)NO,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,0,1,,1,0,,1
CC=C1NC(=O)C(CS)NC(=O)C(C(C)C)CC(=O)CC(C=CCCS)OC(=O)C(C(C)C)NC1=O,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,0,1,,1,0,,1
CCCCc1nc2cc(C=CC(=O)NO)ccc2n1CCN(CC)CC,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,1,1,,1
CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,,,1,1,,1,1,,1
CN1c2ccccc2C(C(=O)NO)c2ccccc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1,,,,,,1
COc1cc2cc(c1)COc1ccccc1NC(=O)C(CCCCCC(=O)NO)OCC=C2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,1,1,,1
COc1cc2cc(c1)COc1ccccc1NC(=O)C(CCCCCC(=O)NO)OCCC2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,1,1,,1
COc1ccc(COC(CCCCCC(=O)NO)C(=O)Nc2ccccc2)cc1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,1,1,,1
COc1cccc2c(C(CCCCCC(=O)NO)c3c[nH]c4c(OC)cccc34)c[nH]c12,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,1,1,,1
Cc1[nH]c2ccccc2c1CCNCc1ccc(C=CC(=O)NO)cc1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,0,1,,1,0,,1
Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,0,,,1
Cc1ccc(C(=O)NOCCCCCC(=O)NO)cc1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,1,,,1
Cc1cccc(C(=O)NOCCCCCC(=O)NO)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,,0,,,1
Cn1cc(C2C(C(=O)NO)C2c2ccccc2)cn1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,1,0,,0,1,,1
Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,1,1,,1
O=C(NO)C1c2ccccc2-c2ccccc21,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,0,1,,1
O=C(NO)C1c2ccccc2Oc2ccccc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1
O=C(NO)c1cnc(N2CC3C(C2)C3NCc2ccc(Cl)cc2)nc1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1
O=C(NO)c1cnc(N2CC3C(C2)C3NCc2ccc3cc(F)ccc3n2)nc1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1
O=C(NO)c1cnc(N2CCN(C(C=Cc3ccc(F)cc3)CO)CC2)nc1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,1,1,,1
O=C(NO)c1cnc(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)nc1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,1,1,,1
O=C(c1ccc(-c2nc(COc3ccc(-c4nnco4)cc3)no2)s1)C(F)(F)F,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,1,,1
[N-]=[N+]=NCc1cc(Cn2cc(NC(=O)CCCCCCC(=O)NO)cn2)cc(N=[N+]=[N-])c1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,0,1,,1,1,,1
[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)Nc2ccc(-c3cc(C(=O)NCCCCCCC(=O)NO)no3)cc2)c1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,0,1,,1,1,,1
CC(C=CC(=O)NO)=CC(C)C(=O)c1ccc(N(C)C)cc1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,1,1,,1
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,1,1,,1
c1ccc(Nc2nc(-c3ccc4cn[nH]c4c3)cn3ccnc23)cc1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1ncc(NC2CCCCC2N)nc1-c1cc2ccccc2[nH]1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1ncc(NC2CCCCC2N)nc1Nc1cccc2cc[nH]c12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1ncc(NC2CS(=O)(=O)CCC2N)nc1-c1cc2ccccc2[nH]1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1nnc(NC2CCCCC2N)cc1Nc1cccc(C2CC2)n1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1nnc(NC2CCCCC2N)nc1Nc1cccc2[nH]ccc12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
NCCCNc1nc(-c2ccc(N3CCOCC3)cc2)cc2ncccc12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
NCCNc1ncc(C(N)=O)c(Nc2cccc(Br)c2)n1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
O=S1(=O)CCN(c2ccc(Nc3nc(-c4ccc5cn[nH]c5c4)cn4ccnc34)cc2)CC1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1ncc(NC2CCCCC2N)cc1Nc1cccc(C(F)(F)F)n1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1ncc(NC2CCCCC2N)cc1Nc1cccc(-n2nccn2)n1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1c(Nc2cc(F)cc(F)c2)nc(NC2CCCCC2N)n2ccnc12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Nc2nc(-c3ccc4[nH]ccc4c3)cn3ccnc23)cc1OC,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Nc2nc(-c3ccc4cn[nH]c4c3)cn3ccnc23)cc1OC,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Nc2nc(-c3cccc(C(=O)Nc4ccc(-c5nn[nH]n5)cc4)c3)cn3ccnc23)cc1OC,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Nc2nc(-c3cccc(C(=O)Nc4ccc(C(=O)O)cc4)c3)cn3ccnc23)cc1OC,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Nc2nc(-c3cccc(C(=O)Nc4ccc(C(N)=O)cc4)c3)cn3ccnc23)cc1OC,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1ccc2c(c1)c(C=C1C(=O)Nc3ccc(S(N)(=O)=O)cc31)cn2C,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1cccc(Nc2nc(NC3CCCCC3N)n3ccnc3c2C(N)=O)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1cccc2[nH]c(-c3nc(NC4CCOCC4N)cnc3C(N)=O)cc12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(C)(C)O)cc(Nc2cc(NC3CCCCC3N)cnc2C(N)=O)n1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(Nc2cc(NC3CCCCC3N)cnc2C(N)=O)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(Nc2nc(NC3CCCCC3N)n3ccnc3c2C(N)=O)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(Nc2nccc(-n3cc(C)c(CN(C)C)c3)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(Nc2nccc(-n3cc(C)c(CN4CC(O)C4)c3)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(Nc2nccc(-n3cc(C)c(CN4CCC(C(=O)O)C4)c3)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(Nc2nccc(-n3cc(C)c(CN4CCC(N)C4)c3)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1,,1,1,0,0,1,1,0,,1,0,1,0,,1,1,1,,0,,,0,1,,1,0,,,,1,,1,0,,,1,1,,,,,,1,
COCC(N)CNc1cnc(C(N)=O)c(Nc2cc(C)cc(C)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1c(C)cc(Nc2nccc(-n3cc(C)c(CN4CC(O)C4)c3)n2)cc1C,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1cc(C)nc(Nc2cc(NC3CCCCC3N)cnc2C(N)=O)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1cc(C)nc(Nc2cc(NC3CS(=O)(=O)CCC3N)cnc2C(N)=O)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1cc(Nc2nc(-c3ccc4cn[nH]c4c3)cn3ccnc23)ccc1N1CCOCC1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1cc(Nc2nc(NC3CCCCC3N)n3cnnc3c2C(N)=O)cc(OC)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1cc(Nc2nc(NC3CCCCC3N)n3ncnc3c2C(N)=O)cc(OC)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Nc2cc(-c3cccc(C(=O)Nc4ccc(C(=O)O)cc4)c3)cn3ncnc23)nc1OC,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Nc2cc(-c3cccc(C(=O)Nc4ccc(C(=O)O)cc4)c3)nn3ccnc23)nc1OC,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Nc2cc(NC3CCCCC3N)nnc2C(N)=O)nc1OC,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1ncc(NC2CCCCC2N)cc1-c1nc2ccccc2[nH]1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(Nc2nccc(-n3cc(C)c(CN4CCC(O)C4)c3)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(Nc2nccc(-n3cc(CN4CC(O)C4)c(C4CC4)c3)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Nc2nc(NC3CCCCC3N)ncc2C(N)=O)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Nc2nc(NC3CCOCC3N)ncc2C(N)=O)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cn(-c2ccnc(Nc3cc(C)c(OCC(=O)N4CCCC4)c(C)c3)n2)cc1CN1CC(O)C1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cn(-c2ccnc(Nc3cc(C)c(OCC(=O)N4CCCC4)c(C)c3)n2)cc1CN1CCC(O)C1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cn(-c2ccnc(Nc3cc(C)c(OCCN4CCCC4)c(C)c3)n2)cc1CN1CC(O)C1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cn(-c2ccnc(Nc3cc(C)c(OCCO)c(C)c3)n2)cc1CN1CC(O)C1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cn(-c2ccnc(Nc3cc(C)c(OCCO)c(C)c3)n2)cc1CN1CCC(O)C1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cn(-c2ccnc(Nc3cc(C)c(OS(C)(=O)=O)c(C)c3)n2)cc1CN1CC(O)C1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cn(-c2ccnc(Nc3cc(C)c(OS(C)(=O)=O)c(C)c3)n2)cc1CN1CCC(O)C1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1nc(Nc2cc(NC3CCCCC3N)cnc2C(N)=O)cc(OCC(C)(C)O)n1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1nn(-c2ccnc(Nc3ccc4c(c3)CCN4C)n2)cc1CN1CC(O)C1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(C)c(C)n4C)n2)cc1CN1CC(O)C1,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,
Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1CC(O)C1,,,,,,,,0,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,
Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1CCC(O)C1,,,,,,,,0,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,
Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)cn4C)n2)cc1CN1CC(O)C1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)nn4C)n2)cc1CN1CC(O)C1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1nn(-c2ccnc(Nc3ccc4c(cnn4C)c3)n2)cc1CN1CC(O)C1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1nn(-c2ccnc(Nc3ccc4c(cnn4C4CC4)c3)n2)cc1CN1CC(O)C1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2ccc(Cl)cc21,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2ccc(F)cc21,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Nc2nc(NC3CC(F)(F)CCC3N)ncc2C(N)=O)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(Nc2nccc(-n3cc(CN4CC(O)C4)c(C)n3)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Nc2cc(NC3CCCCC3N)nnc2C(N)=O)n1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(Nc2nc(NC3CCOCC3N)ncc2C(N)=O)cc1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(Nc2nccc(-n3cc(CN4CCC(O)C4)c(C)n3)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(Nc2nccc(-n3cc(CN4CCC(O)C4)c(C4CC4)c3)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)nc(Nc2cc(NC3CCCCC3N)ccc2C(N)=O)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)nc(Nc2cc(NC3CCCCC3N)cnc2C(N)=O)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)nc(Nc2cc(NC3CCCCC3N)ncc2C(N)=O)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)nc(Nc2cc(NC3CCCCC3N)nnc2C(N)=O)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)nc(Nc2cc(NC3CS(=O)(=O)CCC3N)cnc2C(N)=O)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)nc(Nc2cc(NCC(N)CC(F)F)cnc2C(N)=O)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)nc(Nc2cc(NCC(N)CCS(C)(=O)=O)cnc2C(N)=O)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)nc(Nc2cc(NCC3(N)CC3)cnc2C(N)=O)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(CC(C)(C)O)cc(Nc2cc(NC3CCCCC3N)cnc2C(N)=O)n1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(CCC(C)(C)O)cc(Nc2cc(NC3CCCCC3N)cnc2C(N)=O)n1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(N)c2cc(Nc3nc(Nc4ccc(N5CCN(C)CC5)cc4)ncc3F)ccc2n1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2cc(NC3CCCCC3N)cnc2C(N)=O)nc(-n2nccn2)n1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2cc(NC3CCCCC3N)cnc2C(N)=O)nc(C)c1-c1cnn(C)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2cc(NC3CS(=O)(=O)CCC3N)cnc2C(N)=O)nc(C)c1-c1cnn(C)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nccc(-n3cc(CN4CC(O)C4)c(C)n3)n2)cc(C)c1OCCN1CCCC1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(Nc2cc(NC3CCCCC3N)nnc2C(N)=O)nc1C,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(Nc2nc(NC3CCCCC3N)ncc2C(N)=O)cc1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
CNC(=O)COc1cccc(Nc2ncc(F)c(Nc3ccc4c(c3)NC(=O)C(F)(F)O4)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
CC1(O)CCN(c2ccc(Nc3nc(-c4ccc5cn[nH]c5c4)cn4ccnc34)cc2)CC1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
CC1CCCN1c1cccc(Nc2cc(-c3cccc(CN)c3)nn3ccnc23)n1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
CC1CCCN1c1cccc(Nc2cc(-c3cccc(CO)c3)nn3ccnc23)n1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
CCCc1nc(Nc2cc(NC3CCCCC3N)nnc2C(N)=O)ccc1OC,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
CCc1cccc(Nc2cc(NC3CCCCC3N)nnc2C(N)=O)n1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
