smiles,O14757,O15379,O60674,O96017,P00533,P04626,P04629,P07949,P08069,P09874,P11309,P11362,P11802,P12931,P14902,P15056,P21802,P23458,P25025,P27361,P28907,P35354,P42345,P43405,P51679,P52333,P54760,P56524,P61073,Q00987,Q02750,Q04609,Q05397,Q06187,Q12884,Q13547,Q16832,Q86V86,Q8WUI4,Q92769,Q99835,Q9BY41,Q9UKV0,Q9UM73,Q9UQL6
NCCCCN(CC1NCCc2ccccc21)C1CCCc2cccnc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
NCCCCN(CC1Cc2ccccc2CN1Cc1cocn1)C1CCCc2cccnc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
NCCCCN(CC1Cc2ccccc2CN1Cc1ccncc1)C1CCCc2cccnc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
NCCCCN(CC1Cc2ccccc2CN1Cc1cccnc1)C1CCCc2cccnc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
NCCCCN(CC1Cc2ccccc2CN1CC(=O)N1CCOCC1)C1CCCc2cccnc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
NCc1cc(C(=O)O)ccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
NCCCCN(CC1CNCCN1)C1CCCc2cccnc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N#CCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
NCCCCN(CC1CN(c2ccccc2)CCN1)C1CCCc2cccnc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
NCCCCN(CC1CN(C(=O)Nc2ccccc2)CCN1)C1CCCc2cccnc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCC1NC(=O)CNC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(CCCNC(=N)N)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCC1NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(CCCNC(=N)N)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCC1NC(=O)CNC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCC1NC(=O)C2(CCNCC2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCC1NC(=O)C2(CCN(C(=N)N)CC2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCC1NC(=O)C2(CCCCC2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCCC(=O)NC(CCCNC(=N)N)C(=O)NCCc1ccc2ccccc2c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCC1NC(=O)C(Cc2ccc3ccccc3c2)NC(=O)CCNC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCCNC(=N)N)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(c2ccc3ccccc3c2)NC(=O)C(CCCNC(=N)N)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(CCCNC(=N)N)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)CCNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(CCCNC(=N)N)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCC1NC(=O)C(Cc2ccc(NC(=N)N)cc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCC1NC(=O)C(Cc2ccc(N)cc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCC1NC(=O)C(CCCNC(N)=O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCC1NC(=O)C(CCCN)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCCC1C=CC(CCc2ccc3ccccc3c2)N(CCCCNC(=N)N)C1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCn1c(C(=O)NCCc2c[nH]c3ccccc23)cc2cc(NC(=O)C(Cc3ccccc3)NC(=N)N)ccc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCn1c(C(=O)NCCc2c[nH]c3ccccc23)cc2cc(NC(=O)C3CCN(C(=N)N)CC3)ccc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
NCCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
NCCCC(=O)N(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
NCC=CCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
NCC#CCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(NCCCNCCCCNCCCNC(=N)Nc1cccc2ccccc12)Nc1cccc2ccccc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(NCCCNCCCCNCCCNC(=N)Nc1ccc2ccccc2c1)Nc1ccc2ccccc2c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(NCCCN(CCCCN(CCCNC(=N)Nc1ccccc1)C(=N)Nc1ccccc1)C(=N)Nc1ccccc1)Nc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(NCCCN(CCCCN(CCCNC(=N)Nc1cccc2ccccc12)C(=N)Nc1cccc2ccccc12)C(=N)Nc1cccc2ccccc12)Nc1cccc2ccccc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(NCCCN(CCCCN(CCCNC(=N)Nc1ccc2ccccc2c1)C(=N)Nc1ccc2ccccc2c1)C(=N)Nc1ccc2ccccc2c1)Nc1ccc2ccccc2c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(NCCCCNCCCNC(=N)Nc1ccccc1)Nc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(NCCCCNCCCNC(=N)Nc1cccc2ccccc12)Nc1cccc2ccccc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(NCCCCN(CCCNC(=N)Nc1ccccc1)C(=N)Nc1ccccc1)Nc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(NCCCCN(CCCNC(=N)Nc1cccc2ccccc12)C(=N)Nc1cccc2ccccc12)Nc1cccc2ccccc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(NCCCCN(CCCNC(=N)Nc1ccc2ccccc2c1)C(=N)Nc1ccc2ccccc2c1)Nc1ccc2ccccc2c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCc1cc2cc(NC(=O)CCc3ccc(O)cc3)ccc2n1CCc1ccc2ccccc2c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCn1c(C(=O)Nc2cccc3ccccc23)cc2cc(NC(=O)Cc3ccc(O)cc3)ccc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
N=C(N)NCCCn1c(C(=O)NCCc2c[nH]c3ccccc23)cc2cc(NC(=O)CNC(=N)N)ccc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
NCCCCN(CC1CN(Cc2ccccc2)CCN1)C1CCCc2cccnc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Nn1c(SC(C(=O)O)c2ccccc2)nc2ccc(Br)cc2c1=O,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1nc2ccc(OC(F)(F)F)cc2s1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1nc2[nH]cnc2c(=S)[nH]1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1nc(O)c2ncn(COCCO)c2n1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1nc(O)c2ncn(COC(CO)CO)c2n1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nn1nnc2ccccc21,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1nc(N)nc(NC2CC2)n1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C(C=Cc1ccc(N2CCCC2)cc1)C=Cc1ccc(N2CCCC2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(-c2ccccc2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(-c2cccc(Cl)c2Cl)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(-c2cccc(Cl)c2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(-c2ccc(Cl)cc2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)nc1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C(NN=Cc1ccc([N+](=O)[O-])o1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C(C=Cc1ccc(N2CCCC2)cc1)C1CCc2ccccc2C1=O,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C(NC(Cc1ccccc1)C(=O)NC(CS)C(=O)NC(CO)C(=O)O)c1ccc(F)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC(Cc1c[nH]c2ccccc12)C(=O)NC(CS)C(=O)NC(CO)C(=O)O)c1ccc(F)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC(CS)C(=O)NC(CO)C(=O)O)c1ccc(F)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C(C=Cc1ccc(O)c(O)c1)OCCc1ccccc1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1ccn(C2CSC(CO)O2)c(=O)n1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1ccc(S(N)(=O)=O)cc1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N=Cc2ccccc2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N=Cc2cccc([N+](=O)[O-])c2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N=Cc2cccc(O)c2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N=Cc2ccc([N+](=O)[O-])cc2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N=Cc2ccc(O)cc2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N=Cc2ccc(O)c(O)c2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N=Cc2ccc(F)cc2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N=Cc2ccc(C(F)(F)F)cc2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccccc2Cl)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccccc2Br)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccc(Cl)cc2Cl)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccc(Cl)cc2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccc(Br)cc2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2c(F)cccc2Cl)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2ccccc2F)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccccc2F)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N=Nc2ccc(O)c(Cl)c2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N=Nc2ccc(O)c(O)c2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(N=Nc2ccc(OC(=O)Nc3ccccc3)c(OC(=O)Nc3ccccc3)c2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1ccc(Cc2ccc(N)cc2)cc1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1ccc(C(=O)O)c(O)c1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1cc(-c2ccncc2)c[nH]c1=O,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1c2c(nc3ccccc13)CCCC2,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1c(Cl)ccc2c1C=C(C(=O)O)C(C(F)(F)F)O2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
Nc1[nH]c(=O)ncc1F,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccccc2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(F)cc2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(Cl)cc2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(C(F)(F)F)cc2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(C(=O)c2ccc(Cl)cc2)c(Cl)c1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(Oc2ccc(Cl)cc2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc(C(=O)c2ccc(Cl)cc2)c1)C1=C(O)c2ccccc2S(=O)(=O)N1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)C(Cl)(Cl)Cl,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C1C(=Cc2cn(CCCOc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)c3ccccc23)c2ccccc2N1c1c(Cl)cccc1Cl,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C1C(=Cc2ccc(N3CCCC3)cc2)Cc2ccccc21,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C1C(=Cc2ccc(N3CCCC3)cc2)CN(Cc2ccccc2)CC1=Cc1ccc(N2CCCC2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C1C(=Cc2ccc(N3CCCC3)cc2)CCCC1=Cc1ccc(N2CCCC2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C1C(=Cc2ccc(N3CCCC3)cc2)CCC1=Cc1ccc(N2CCCC2)cc1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1ccccc1F)N1CCC(Cc2ccccc2)CC1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
O=C(c1ccccc1Cl)N1CCC(Cc2ccccc2)CC1,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
