BlockId,Replicate,mqcClass,mqcConfidence,MedianExcess,NumExcess,ExcessHSA,ExcessCRX,LS3x3,Beta,Gamma,DBSumPos,DBSumNeg
305,1,Good,0.982097,77.50346,46.0,23.72501,65650.06154,-6.70928,0.93838,0.92395,2.44558,-1.13177
306,1,Good,0.912188,67.82678,52.0,58.63204,86495.00087,-4.60908,1.0709,1.01311,2.69956,-0.34018
307,1,Bad,0.706879,76.66807,59.0,-435.54653,95398.44347,-23.82933,0.85269,0.83945,2.50205,-4.10014
308,1,Good,0.993221,50.18959,40.0,273.34697,114482.55164,-5.54882,1.03096,1.01426,8.09023,-2.94002
309,1,Good,0.974617,56.56194,24.0,244.26063,109602.33917,-7.47556,1.02622,1.0196,4.83315,-0.93398
310,1,Good,0.998006,72.79996,49.0,-139.13377,117542.20376,-30.23567,0.88276,0.88066,4.74322,-3.8318
311,1,Good,0.997601,57.15925,21.0,507.83007,107992.06852,-2.16323,1.03779,1.02859,8.54572,-1.05507
312,1,Good,0.945486,63.04162,47.0,165.79615,57349.11381,-5.44851,1.06616,0.99775,7.29645,-1.07542
313,1,Good,0.963691,91.58886,30.0,-54.27235,16519.67497,-1.1857,0.74727,0.74048,0.98124,-0.91663
314,1,Good,0.979358,69.9408,30.0,-25.00784,70168.68373,-7.17944,0.94797,0.94595,1.71784,-1.3961
315,1,Good,0.981094,81.50684,24.0,274.3656,47308.3157,-0.55086,1.12217,1.10547,4.52898,-0.33659
316,1,Good,0.983394,77.76813,52.0,-628.80598,90777.70282,-16.30929,0.85273,0.83555,2.44966,-6.94118
317,1,Good,0.952825,43.00932,46.0,92.49743,102009.71212,-11.02148,0.98008,0.94668,6.00867,-2.23879
318,1,Good,0.95178,74.38974,40.0,343.96151,58559.74756,-3.91491,1.19766,1.12734,8.30836,-0.84741
319,1,Good,0.95178,43.30354,23.0,714.66813,90589.19549,-3.61679,1.06943,1.0564,11.01766,-0.86336
320,1,Good,0.975975,53.64557,24.0,637.42807,97196.36701,-6.99632,1.09898,1.06797,10.54894,-0.68388
321,1,Good,0.997576,52.90989,49.0,139.67997,68145.31997,-7.60182,1.02734,1.00166,5.45017,-1.12217
322,1,Good,0.972361,66.45431,34.0,324.8473,97613.79443,-3.7426,1.05117,1.04297,6.41758,-0.83753
323,1,Good,0.782528,48.40783,30.0,173.44136,121393.15335,-3.0654,1.0333,1.02427,3.90142,-1.24643
324,1,Good,0.976191,59.95514,39.0,440.52683,72194.1763,-3.59799,1.12891,1.05713,10.2323,-0.84447
325,1,Good,0.983394,72.3203,51.0,-516.07611,123273.49182,-22.04208,0.9416,0.92366,0.94667,-4.77263
326,1,Good,0.988394,59.01149,30.0,276.80281,98432.74647,-11.38836,1.00483,1.00215,7.13841,-1.83213
327,1,Good,0.998153,64.89938,26.0,457.24972,79683.80707,-1.67818,1.17109,1.12461,9.79036,-0.61031
328,1,Good,0.973458,67.23491,43.0,-256.88744,121620.2278,-24.1906,0.95452,0.94731,2.3301,-3.70347
329,1,Good,0.979155,64.13995,38.0,329.74724,58387.75294,-9.23254,1.07344,1.00273,10.3065,-1.62692
330,1,Good,0.787259,71.11692,43.0,-124.13682,126023.50589,-15.1765,0.98057,0.977,2.54897,-3.12368
331,1,Good,0.766081,32.39605,24.0,446.25286,90386.77442,-8.31191,1.05586,1.04414,9.46347,-0.73308
332,1,Good,0.796261,48.99479,70.0,-397.66173,61382.33537,-17.37451,0.94546,0.77725,2.71616,-1.22915
333,1,Good,0.951762,24.83746,18.0,445.27077,55456.1028,-1.63197,1.06328,1.07329,7.93801,-0.49181
334,1,Good,0.833348,49.25362,54.0,-163.04316,110275.43107,-10.38494,1.11958,1.00073,3.72321,-0.881
335,1,Good,0.875048,83.51608,43.0,-299.94038,50179.8367,-27.0476,0.61436,0.60576,1.58987,-3.16483
336,1,Good,0.966021,32.55173,74.0,-338.44803,68337.25358,-11.09639,0.88272,0.77852,0.79128,-1.22348
337,1,Good,0.966233,55.44574,56.0,-293.77957,60199.80758,-16.45568,0.95469,0.87949,2.38924,-2.22806
338,1,Good,0.911169,71.50919,66.0,-659.0115,74433.48177,-20.64778,0.84815,0.80815,0.29989,-4.43501
339,1,Good,0.966233,66.82176,72.0,-557.26271,76089.72799,-21.12907,0.76973,0.73516,1.51712,-3.55579
340,1,Good,0.921575,41.8854,66.0,-449.90425,66255.48616,-19.4827,0.87476,0.82476,2.39418,-2.55152
341,1,Good,0.821101,31.15188,61.0,-340.60167,36059.66599,-13.28393,0.99981,0.71231,3.74769,-0.63369
342,1,Good,0.875048,48.60608,26.0,-108.65122,15948.69342,-9.78379,0.3042,0.23066,1.70238,-1.04485
343,1,Good,0.833348,48.91876,62.0,-190.8766,42701.52597,-10.38754,0.92036,0.88735,0.49281,-1.33441
344,1,Good,0.934353,53.43746,61.0,-371.8311,35038.24154,-18.73274,0.78755,0.5917,1.30125,-1.51361
345,1,Good,0.951762,60.82181,54.0,-137.30363,57795.43621,-10.79353,1.01794,0.97024,1.74924,-1.48817
346,1,Good,0.933387,44.84794,49.0,-116.16908,70600.90501,-12.4363,1.08003,1.00083,3.49432,-0.86723
347,1,Good,0.951762,51.48957,70.0,-555.54779,60936.00947,-17.10743,0.92192,0.8002,2.51975,-1.99713
348,1,Good,0.966233,49.2261,53.0,-78.80476,63794.70456,-8.62629,1.19746,1.01614,5.193,-0.71786
349,1,Good,0.930322,47.02282,68.0,-591.25758,67267.30843,-17.56175,0.86494,0.79131,1.16027,-2.61621
350,1,Good,0.954591,78.65552,76.0,-690.97427,67968.32865,-30.5845,0.78213,0.75127,0.91466,-4.85217
351,1,Good,0.913007,76.11559,73.0,-763.02404,79017.93486,-22.29419,0.81943,0.77886,0.40541,-5.47357
352,1,Good,0.947072,33.85351,69.0,-441.07871,51254.40253,-15.66507,1.14033,0.81563,2.89021,-0.42276
353,1,Good,0.985637,56.08583,68.0,-428.2286,62838.48548,-16.11727,1.02222,0.87036,1.44532,-1.21324
354,1,Good,0.824712,31.20505,58.0,-92.57942,60577.10465,-5.05811,1.36895,0.99072,6.41267,-0.06946
355,1,Good,0.98325,69.41535,38.0,-272.37882,75469.29933,-20.26604,0.877,0.86372,1.22447,-3.47824
356,1,Good,0.877284,35.45633,48.0,-116.48424,45022.92898,-10.57829,1.42529,0.98633,7.00176,-0.46838
357,1,Good,0.928196,87.02279,52.0,-449.52216,76070.17037,-28.64769,0.9147,0.90117,1.11677,-4.784
358,1,Good,0.997608,62.20656,15.0,639.05578,139118.38076,-1.04101,1.09004,1.08931,9.44557,-0.42169
359,1,Good,0.976352,49.22343,40.0,-140.12963,167799.32205,-11.56597,1.02048,0.97998,2.94041,-1.19617
360,1,Good,0.966233,67.24399,46.0,-329.98801,106499.69151,-21.67305,0.98595,0.95786,1.08961,-2.43928
361,1,Good,0.963691,72.27198,62.0,-523.13178,103048.53477,-32.51962,0.82568,0.80772,1.12843,-4.22716
362,1,Good,0.957965,87.3161,67.0,-447.97492,71502.48505,-38.17985,0.85864,0.8415,0.09606,-3.86094
363,1,Good,0.974706,64.86189,62.0,-329.5922,57996.06759,-13.14988,0.95552,0.87163,1.83697,-1.40461
364,1,Good,0.997951,51.28322,48.0,-140.36251,89624.95641,-9.73944,1.02378,0.98291,3.6565,-1.2998
365,1,Good,0.960218,45.92197,51.0,-277.1906,102576.23498,-16.50151,0.99563,0.94507,2.11069,-1.70748
366,1,Medium,0.80649,75.50555,51.0,-348.63801,119955.71222,-22.56878,0.95615,0.94915,0.31708,-3.33465
367,1,Good,0.825555,79.39823,53.0,-61.5085,170682.27659,-13.32661,0.94968,0.94934,2.27337,-2.7594
368,1,Good,0.972608,43.32741,49.0,-364.23259,199062.88161,-8.82506,0.94325,0.9365,0.96359,-4.04189
369,1,Good,0.830829,66.35027,26.0,12.34697,130910.50648,-13.14471,1.02422,1.01207,2.15518,-1.15613
370,1,Good,0.842776,75.62064,50.0,-231.73729,129776.24294,-15.82036,0.95581,0.9519,0.60123,-2.57751
371,1,Good,0.787899,98.40453,41.0,-36.37463,91705.86373,-3.74732,1.00664,0.99959,0.80205,-0.90295
372,1,Good,0.969021,87.62962,67.0,-1196.65628,113029.58697,-44.51791,0.71123,0.70381,0.40113,-11.74846
373,1,Good,0.846328,65.91007,51.0,-424.62391,112641.51384,-12.29403,0.92764,0.92283,0.42541,-4.34871
374,1,Good,0.944847,67.3705,37.0,-298.01628,121514.45753,-12.19659,0.94963,0.94802,0.99931,-3.88646
375,1,Good,0.98186,86.12401,46.0,-351.5467,117556.20087,-17.96935,0.94729,0.94729,0.17437,-3.68984
376,1,Good,0.935197,61.40056,39.0,-184.98698,114608.22046,-11.3151,0.95559,0.95559,1.26905,-3.11892
377,1,Good,0.879503,29.02242,32.0,-275.03956,149584.99746,-17.15844,0.9694,0.96553,1.15279,-3.57222
378,1,Bad,0.446758,67.93605,22.0,1053.08794,98048.40618,-5.53832,1.20938,1.23545,16.32881,-0.83385
379,1,Good,0.962425,28.65976,66.0,-362.64652,71223.09324,-13.88169,1.5666,0.74292,6.32921,-0.05425
380,1,Good,0.979803,31.26491,34.0,-21.2466,57395.11759,-6.48468,1.08555,0.91284,4.33811,-0.3316
381,1,Good,0.997799,45.59045,30.0,158.86147,134950.44771,-4.23916,1.24072,1.03452,9.95538,-0.88551
382,1,Good,0.952606,53.46826,36.0,167.57658,78791.81956,-4.09369,1.14722,1.07383,6.79042,-1.2028
383,1,Good,0.997249,44.20115,66.0,-464.62731,97460.15982,-13.44508,0.96685,0.82734,2.50805,-1.4938
384,1,Good,0.976429,46.85523,58.0,-519.69046,78573.45749,-21.58441,1.07832,0.86133,4.84304,-1.95193
385,1,Good,0.950937,35.98304,67.0,-369.21074,50326.29337,-10.89349,1.16074,0.8124,3.82213,-0.12304
386,1,Good,0.958602,59.77181,54.0,-400.22618,55367.25753,-18.85876,0.81765,0.74722,0.56288,-2.71557
387,1,Good,0.976352,43.79265,62.0,-167.13891,48853.85744,-18.63418,1.45176,0.97754,3.32119,-0.59625
388,1,Good,0.992225,63.78884,73.0,-1036.1254,76062.72334,-18.20435,0.7355,0.62832,0.69129,-6.72692
389,1,Good,0.968861,32.51528,75.0,-634.88855,67691.3342,-13.30623,1.09648,0.76055,4.80426,-0.77637
390,1,Good,0.968861,61.04039,31.0,439.32053,69672.38925,-3.79731,1.48408,1.15244,13.35411,-0.60925
391,1,Good,0.885351,55.67018,32.0,470.53951,79277.08561,-4.46728,1.48535,1.1665,13.91612,-0.64491
392,1,Good,0.980465,43.46576,66.0,-403.12814,73526.63574,-11.74687,1.05059,0.86106,3.75906,-1.08797
393,1,Good,0.933448,71.56359,40.0,36.22925,75107.20097,-12.45439,1.02754,1.00601,3.50951,-2.59308
394,1,Good,0.976392,63.98685,19.0,765.73829,80090.49325,-3.33653,1.53906,1.23706,16.48468,-0.64719
395,1,Good,0.997633,73.94609,50.0,-234.86487,82127.00843,-15.74334,0.9666,0.92481,2.79646,-3.65972
396,1,Good,0.997605,22.26062,48.0,34.84878,65922.60952,-14.82049,1.90957,0.96025,15.15774,-0.32494
397,1,Good,0.808165,75.39774,79.0,-959.13223,73974.5924,-20.47729,0.76626,0.68477,0.10972,-6.07396
398,1,Medium,0.821334,0.0,0.0,4660.58492,104553.88192,19.59208,1.47578,1.47578,46.60585,0.0
399,1,Good,0.868996,87.91262,26.0,-36.60556,166418.44771,-1.55554,0.97256,0.97256,1.1535,-1.51956
400,1,Medium,0.816056,93.08032,57.0,-3.95511,97402.33116,-3.22838,1.04338,1.04338,1.30847,-1.34802
401,1,Medium,0.84484,12.92428,1.0,5093.45056,105604.37156,1.92967,1.47637,1.47031,51.12012,-0.01805
402,1,Good,0.805881,38.1261,22.0,163.28654,189388.40198,-1.44078,1.02163,1.01716,3.13126,-1.19175
403,1,Good,0.843288,93.95245,43.0,-103.18822,70966.43308,-6.34443,0.93042,0.92781,0.33094,-1.28394
404,1,Good,0.805868,97.27729,65.0,-176.38304,96665.75781,-4.89638,0.94961,0.93245,0.74567,-2.13747
405,1,Good,0.98186,86.67252,40.0,-53.26606,115028.16523,-6.7446,1.0,1.0,1.00218,-1.53484
406,1,Good,0.974133,43.96669,15.0,133.6306,135227.58952,-0.6404,1.01338,1.01338,2.02304,-0.68674
407,1,Good,0.848411,70.68711,16.0,83.39308,132016.31918,-4.29606,1.01597,1.01597,1.56084,-0.72691
408,1,Good,0.991431,81.07217,56.0,-186.6049,137015.9781,-9.91735,0.98353,0.97614,1.09282,-2.45537
409,1,Good,0.855521,56.66417,35.0,224.36712,105431.34855,-6.8096,1.02339,1.01558,5.32502,-1.60558
410,1,Good,0.837099,80.65854,44.0,-56.2163,57876.43217,-7.76492,0.94841,0.94841,1.26297,-1.82513
411,1,Good,0.845149,100.06388,40.0,11.53052,14921.21608,-2.08739,1.14932,1.14932,0.65255,-0.53725
412,1,Good,0.818957,100.1309,49.0,12.01047,84198.5919,-0.83929,1.01486,1.01486,0.80323,-0.68313
413,1,Good,0.888747,96.46692,37.0,-27.32931,53467.1905,-4.91056,1.03735,1.02344,1.71678,-1.75105
414,1,Good,0.849159,43.92517,29.0,-66.28618,109413.31981,-6.86442,0.9773,0.9773,1.26292,-1.92578
415,1,Good,0.864775,39.73977,34.0,-151.86343,129693.62749,-4.97499,0.9734,0.9734,1.01163,-2.53026
416,1,Good,0.970785,83.37537,63.0,-634.71657,90445.26206,-24.73336,0.78428,0.78428,0.68359,-7.03075
417,1,Good,0.823192,52.45533,44.0,-285.05005,125878.35404,-9.44051,0.9551,0.9551,0.62712,-3.47762
418,1,Good,0.827446,50.00644,36.0,-122.22392,132878.01028,-6.32328,0.98422,0.98422,0.73453,-1.95677
419,1,Good,0.80832,84.0001,29.0,97.84138,78357.19374,-1.20462,1.02743,1.02743,1.61428,-0.63586
420,1,Good,0.944279,85.90903,34.0,86.59573,116901.9472,-4.15883,1.03551,1.02856,2.28016,-0.92099
421,1,Good,0.970785,30.21437,34.0,-235.02862,143584.52802,-9.95709,0.96409,0.96409,1.31687,-3.66715
422,1,Good,0.959699,70.53699,42.0,-85.02574,70353.13524,-3.52192,0.95337,0.95337,1.12952,-1.97977
423,1,Good,0.824685,58.25873,30.0,42.00534,113976.74062,-3.44041,0.99959,0.99959,1.59515,-1.1751
424,1,Good,0.747731,63.18309,38.0,33.46924,88431.13434,-4.43171,1.0281,0.99805,3.46541,-1.51723
425,1,Good,0.769905,28.09128,21.0,141.06898,146608.18647,-0.39407,1.02522,1.01594,3.83079,-1.59868
426,1,Good,0.965057,64.09878,40.0,-24.29921,69203.84624,-7.21867,0.98657,0.98657,1.79715,-2.04014
427,1,Good,0.887637,13.80514,8.0,55.70789,151680.30878,0.0,1.00344,1.00344,0.90911,-0.35203
428,1,Good,0.997643,62.59183,38.0,699.33897,139206.2716,-6.70367,1.12285,1.06631,13.22514,-1.54906
429,1,Good,0.952404,49.79005,74.0,-619.1189,72594.50659,-16.1368,1.00898,0.80562,2.32089,-1.29023
430,1,Good,0.996286,66.27883,7.0,1552.81031,130183.70002,3.72418,1.39102,1.35859,20.70916,-0.42739
431,1,Good,0.874881,34.83176,65.0,-270.45602,97061.52447,-14.17078,1.08008,0.85002,4.95264,-0.75435
432,1,Good,0.998012,37.92011,32.0,218.04376,66839.97833,-2.00653,1.20332,1.09692,6.22045,-0.42262
433,1,Good,0.983394,56.30004,59.0,-464.31745,170136.13677,-16.21692,0.98877,0.86025,7.42778,-3.45634
434,1,Good,0.998195,48.78872,61.0,-373.67033,110550.15322,-18.07822,0.99268,0.88613,6.7381,-3.1558
435,1,Good,0.973922,64.14089,50.0,-460.25951,106547.85315,-22.98857,0.90107,0.83699,4.93929,-4.4188
436,1,Good,0.998195,54.02555,79.0,-739.75873,119325.74963,-23.782,0.79941,0.70288,1.42855,-3.62998
437,1,Good,0.992944,47.97603,73.0,-640.47346,90492.79233,-15.34463,1.07051,0.80859,4.66068,-1.30619
438,1,Good,0.8949,26.20858,65.0,-339.8951,65056.26514,-9.48899,1.79512,0.86523,8.33326,-0.03738
439,1,Good,0.941216,49.87459,41.0,-169.23261,59617.70923,-11.42599,0.97446,0.87959,2.44046,-1.5797
440,1,Good,0.963069,43.03999,54.0,-136.16175,56931.5516,-10.82076,1.61211,0.96221,4.21291,-0.13518
441,1,Good,0.997249,46.09453,42.0,-138.24055,81317.66291,-4.50608,1.00625,0.95479,4.97816,-4.03801
442,1,Good,0.943121,36.76769,77.0,-680.89288,97888.69855,-15.14332,1.1877,0.76992,5.1813,-0.46947
443,1,Good,0.970213,47.70357,20.0,400.51968,107738.79077,1.19416,1.36856,1.0958,14.36188,-0.58955
444,1,Good,0.993723,55.93835,14.0,847.17625,108139.95673,5.27068,1.55957,1.23018,18.88839,-0.53207
445,1,Good,0.98703,47.27288,67.0,-523.31237,90957.29869,-20.00108,0.9416,0.81821,1.95494,-1.91163
446,1,Good,0.99411,71.79117,73.0,-1313.44419,118637.05072,-30.85037,0.75723,0.6749,0.4924,-8.41925
447,1,Good,0.982422,28.42061,49.0,-241.58607,92096.03384,-9.32578,1.53467,0.88987,9.02073,-0.02638
448,1,Good,0.821281,39.87058,41.0,-74.54545,105061.88883,-11.81898,1.17217,0.96106,11.15391,-1.38654
449,1,Good,0.77232,65.55262,66.0,-412.64691,95037.47751,-11.58213,0.9158,0.87471,1.20404,-3.63398
450,1,Medium,0.876697,18.88536,44.0,-181.95437,82370.04631,-8.30838,2.06816,0.93967,15.03257,-0.06811
451,1,Medium,0.808746,66.65919,55.0,-164.86896,92075.44653,-9.59957,0.97981,0.94439,2.29141,-2.53475
452,1,Good,0.972043,77.09693,34.0,188.03776,152685.80424,-6.6076,0.99858,0.98921,4.33355,-1.62878
453,1,Good,0.969021,49.65431,35.0,-107.60242,193894.75935,-5.30147,0.99312,0.97993,2.20091,-1.75616
454,1,Good,0.800233,60.21977,34.0,-34.82966,127371.5054,-7.23424,1.01255,0.99854,2.5698,-1.86618
455,1,Good,0.817113,86.72583,44.0,-408.79456,136598.53544,-21.55277,0.91904,0.91152,0.52862,-4.10982
456,1,Good,0.814377,96.8546,50.0,-114.56253,92385.13667,-1.03078,0.97195,0.96707,0.88826,-1.737
457,1,Good,0.957039,72.15229,31.0,6.6258,70602.03448,-9.1885,0.95303,0.94336,2.15299,-1.54454
458,1,Good,0.969021,62.85738,42.0,-173.6427,111020.7499,-7.0803,0.97606,0.97065,1.16438,-2.53847
459,1,Good,0.938995,58.77839,33.0,27.56587,110558.90125,-6.04831,1.01428,1.00806,2.40803,-1.76496
460,1,Good,0.997493,62.4571,27.0,731.69056,101519.72384,-12.07829,0.95469,0.96328,13.20337,-2.55974
461,1,Good,0.97391,35.47812,65.0,-402.85028,62108.52738,-15.95447,0.81191,0.71504,4.33607,-2.22183
462,1,Good,0.973354,40.86461,26.0,19.3124,49998.78727,-4.88901,1.03467,0.90156,4.4104,-0.60368
463,1,Good,0.982422,57.62925,44.0,335.09358,117416.37197,-10.73998,1.31523,1.09399,13.4304,-1.23931
464,1,Good,0.973922,55.4255,63.0,-369.76951,72600.32633,-11.54552,1.01221,0.8877,4.19967,-2.49895
465,1,Good,0.988555,42.03297,65.0,-384.15244,83359.20008,-12.41049,1.00156,0.87268,2.70982,-1.25019
466,1,Good,0.982512,49.63844,35.0,24.88168,69758.64886,-5.72544,1.10977,0.99365,8.7739,-1.51377
467,1,Good,0.876408,38.23365,54.0,-295.61779,53633.83841,-11.36858,1.49326,0.89976,7.29007,-0.33792
468,1,Good,0.958602,50.04796,50.0,200.73678,47656.98618,-1.41763,1.1959,1.14294,4.28437,-0.64061
469,1,Good,0.974702,48.08442,51.0,-104.18946,42929.81748,-15.78357,1.30713,1.01187,3.29517,-0.6224
470,1,Good,0.995093,56.92872,68.0,-681.42536,68608.2076,-20.06822,0.88286,0.75601,0.5543,-2.79087
471,1,Good,0.978802,45.12865,66.0,-429.33947,56842.794,-17.36413,0.99292,0.775,4.50863,-1.22029
472,1,Good,0.977478,43.37842,50.0,-251.51429,79482.39938,-12.68833,1.14273,0.91006,10.02136,-1.49863
473,1,Good,0.99148,58.93346,26.0,611.8168,74845.76776,-7.74158,1.52461,1.18066,17.6427,-0.98718
474,1,Good,0.760608,39.90302,55.0,-163.78568,65375.61856,-10.05586,1.10234,0.95967,5.98317,-1.43709
475,1,Good,0.973354,64.26214,38.0,44.87098,68169.33611,-5.21078,1.04375,1.00613,3.87293,-1.52532
476,1,Good,0.829585,61.86296,26.0,778.09411,72209.05495,-6.91309,1.52842,1.21836,18.77968,-1.14993
477,1,Good,0.818654,56.97903,26.0,367.45031,71917.89396,-5.49058,1.15366,1.09126,6.65855,-0.78368
478,1,Good,0.877284,88.68968,23.0,208.87046,163855.67395,-1.33086,1.02344,1.02429,3.29444,-0.65007
479,1,Good,0.917332,89.05109,51.0,-126.64258,110983.83984,-4.6094,1.0017,0.9918,0.64154,-1.08848
480,1,Good,0.953337,96.36732,71.0,-377.07759,83840.95431,-18.53169,0.87134,0.86699,0.18696,-3.51357
481,1,Good,0.970993,63.19906,50.0,-336.81965,175384.0969,-12.83856,0.95435,0.94426,0.67398,-3.04472
482,1,Good,0.844293,60.49123,36.0,-353.16398,128429.72389,-19.6293,0.952,0.94716,0.39905,-3.49462
483,1,Good,0.976191,92.33882,52.0,-415.09263,129617.28864,-23.16242,0.92878,0.92241,0.16332,-3.78856
