BlockId,Replicate,mqcClass,mqcConfidence,MedianExcess,NumExcess,ExcessHSA,ExcessCRX,LS3x3,Beta,Gamma,DBSumPos,DBSumNeg
231,1,Good,0.796261,75.60517,47.0,-387.0087,63945.53302,-24.25655,0.77393,0.73369,1.65828,-3.4925
232,1,Good,0.904454,81.26205,30.0,-76.98521,70282.58186,-27.73947,0.8019,0.73291,4.37624,-2.2
233,1,Good,0.939369,61.76281,65.0,-240.19579,34929.76081,-11.56955,0.86455,0.75728,0.24614,-1.27765
234,1,Good,0.975007,47.06715,31.0,28.25955,44278.37306,-11.98199,1.02012,0.81924,5.25821,-0.52189
235,1,Good,0.935846,44.9122,47.0,-144.95126,52661.699,-10.06716,1.20137,0.93364,3.88906,-0.58312
236,1,Good,0.744842,51.91762,61.0,-316.40894,61411.3725,-17.89022,1.04959,0.87759,2.10319,-1.18249
237,1,Good,0.84147,94.95631,34.0,170.67739,49457.84675,-9.04055,1.14092,1.03877,5.66328,-1.11637
238,1,Good,0.971156,96.88102,73.0,-489.41499,70179.8267,-18.44693,0.88479,0.87515,0.44669,-4.9332
239,1,Good,0.763466,70.47068,74.0,-607.67705,64476.79642,-20.73953,0.89624,0.81333,0.29672,-3.77285
240,1,Good,0.820568,94.0403,51.0,82.71733,53961.32401,-4.21339,1.23765,1.15425,3.3534,-1.41819
241,1,Good,0.921676,28.85219,26.0,119.9451,132876.11715,-16.55096,0.93013,0.9271,4.65428,-2.24731
242,1,Good,0.950665,71.50063,64.0,-340.07365,80604.40256,-18.89637,0.89199,0.85371,0.58499,-2.21234
243,1,Good,0.961485,11.23841,36.0,-55.97977,62857.4842,-2.03982,0.95601,0.93691,1.52796,-0.85215
244,1,Good,0.976759,58.72306,61.0,-449.17625,137229.38912,-20.39861,0.94009,0.89648,0.58623,-2.7675
245,1,Good,0.909943,59.76692,30.0,383.83761,78300.89872,-13.16605,1.09453,1.05474,6.46652,-0.89944
246,1,Good,0.929291,56.7472,60.0,-382.79508,103867.28756,-18.97272,0.90835,0.87925,0.64957,-2.48537
247,1,Good,0.929291,76.85977,62.0,-494.09245,63783.40434,-31.34026,0.82993,0.80645,0.16281,-4.18924
248,1,Good,0.971045,58.70697,65.0,-298.06331,51860.08638,-19.23874,0.85933,0.80625,0.70001,-1.92601
249,1,Good,0.975395,61.32752,77.0,-864.43517,64003.41957,-34.57651,0.73311,0.60762,0.58275,-4.36482
250,1,Good,0.975395,46.67949,46.0,-131.30533,89898.0158,-6.14298,1.01686,0.98352,2.58802,-1.38352
251,1,Good,0.971045,54.04122,60.0,-366.16095,96967.97291,-15.82524,0.99424,0.94414,1.4327,-2.10682
252,1,Good,0.971045,66.19568,60.0,-309.69479,89925.6547,-19.55643,0.99918,0.9656,1.04883,-1.95725
