BlockId,Col,Row,Value,Replicate,Layer
1,1.0,1.0,5.714528,1default
1,2.0,1.0,2.920627,1default
1,3.0,1.0,3.551841,1default
1,4.0,1.0,4.595376,1default
1,5.0,1.0,5.478093,1default
1,6.0,1.0,9.865669,1default
1,7.0,1.0,19.455433,1default
1,8.0,1.0,27.720934,1default
1,9.0,1.0,36.431957,1default
1,10.0,1.0,28.605001,1default
1,1.0,2.0,6.61976,1default
1,2.0,2.0,3.669848,1default
1,3.0,2.0,3.685412,1default
1,4.0,2.0,3.686393,1default
1,5.0,2.0,6.158332,1default
1,6.0,2.0,9.587209,1default
1,7.0,2.0,20.191534,1default
1,8.0,2.0,38.50097,1default
1,9.0,2.0,44.030396,1default
1,10.0,2.0,27.171116,1default
1,1.0,3.0,4.670135,1default
1,2.0,3.0,2.880284,1default
1,3.0,3.0,3.187188,1default
1,4.0,3.0,3.44749,1default
1,5.0,3.0,5.76421,1default
1,6.0,3.0,9.366336,1default
1,7.0,3.0,16.747595,1default
1,8.0,3.0,29.648287,1default
1,9.0,3.0,32.838562,1default
1,10.0,3.0,16.893026,1default
1,1.0,4.0,6.420636,1default
1,2.0,4.0,3.991565,1default
1,3.0,4.0,5.112687,1default
1,4.0,4.0,4.641866,1default
1,5.0,4.0,8.087623,1default
1,6.0,4.0,12.901192,1default
1,7.0,4.0,21.847746,1default
1,8.0,4.0,40.443913,1default
1,9.0,4.0,33.81509,1default
1,10.0,4.0,29.455727,1default
1,1.0,5.0,10.132392,1default
1,2.0,5.0,4.703312,1default
1,3.0,5.0,5.377505,1default
1,4.0,5.0,7.284996,1default
1,5.0,5.0,8.430869,1default
1,6.0,5.0,8.509102,1default
1,7.0,5.0,18.970737,1default
1,8.0,5.0,32.70075,1default
1,9.0,5.0,39.25883,1default
1,10.0,5.0,30.939716,1default
1,1.0,6.0,5.746152,1default
1,2.0,6.0,5.113576,1default
1,3.0,6.0,6.404276,1default
1,4.0,6.0,6.947753,1default
1,5.0,6.0,9.818322,1default
1,6.0,6.0,15.241339,1default
1,7.0,6.0,26.89295,1default
1,8.0,6.0,40.793514,1default
1,9.0,6.0,44.935623,1default
1,10.0,6.0,38.406693,1default
1,1.0,7.0,8.313395,1default
1,2.0,7.0,8.518599,1default
1,3.0,7.0,5.57533,1default
1,4.0,7.0,8.733397,1default
1,5.0,7.0,12.826596,1default
1,6.0,7.0,17.83903,1default
1,7.0,7.0,39.254963,1default
1,8.0,7.0,73.30215,1default
1,9.0,7.0,84.96551,1default
1,10.0,7.0,84.27193,1default
1,1.0,8.0,6.587231,1default
1,2.0,8.0,5.524638,1default
1,3.0,8.0,6.246904,1default
1,4.0,8.0,7.067162,1default
1,5.0,8.0,10.685561,1default
1,6.0,8.0,17.200087,1default
1,7.0,8.0,33.587944,1default
1,8.0,8.0,71.80157,1default
1,9.0,8.0,98.94096,1default
1,10.0,8.0,103.60182,1default
1,1.0,9.0,7.057205,1default
1,2.0,9.0,6.155148,1default
1,3.0,9.0,6.604274,1default
1,4.0,9.0,8.023387,1default
1,5.0,9.0,11.454507,1default
1,6.0,9.0,20.20089,1default
1,7.0,9.0,44.08427,1default
1,8.0,9.0,96.422714,1default
1,9.0,9.0,125.74534,1default
1,10.0,9.0,126.92063,1default
1,1.0,10.0,9.132014,1default
1,2.0,10.0,6.877932,1default
1,3.0,10.0,6.038459,1default
1,4.0,10.0,8.876368,1default
1,5.0,10.0,10.186482,1default
1,6.0,10.0,18.358843,1default
1,7.0,10.0,43.983723,1default
1,8.0,10.0,89.46038,1default
1,9.0,10.0,139.32948,1default
1,10.0,10.0,127.1495,1default
2,1.0,1.0,8.485052,1default
2,2.0,1.0,9.691605,1default
2,3.0,1.0,7.556312,1default
2,4.0,1.0,8.391552,1default
2,5.0,1.0,8.203056,1default
2,6.0,1.0,7.613546,1default
2,7.0,1.0,8.470203,1default
2,8.0,1.0,6.949378,1default
2,9.0,1.0,6.293688,1default
2,10.0,1.0,9.35235,1default
2,1.0,2.0,14.459873,1default
2,2.0,2.0,11.882874,1default
2,3.0,2.0,10.164453,1default
2,4.0,2.0,10.670486,1default
2,5.0,2.0,10.035191,1default
2,6.0,2.0,9.902895,1default
2,7.0,2.0,10.155851,1default
2,8.0,2.0,9.852275,1default
2,9.0,2.0,10.671431,1default
